paragraphs,reference_summary
"Pêpenginan punika sagêd sirna dening kawicaksanan, kalampahanipun wicaksana sangking pamêlêng, utawi gêgulang piwulang kayogèn, nadyan kados punapa rêkaosipun kêdah dipun lampahi, sarta Sang Bisma paring pintên-pintên katamtuan, ingkang dumugining samangke taksih agêng pigunanipun, botên siwah kalihan gangsal èwu taun ingkang sampun kapêngkêr. Ing satunggaling panggenan ingkang pakangsal kangge anglêrêmakên manah, ing ngriku yogi anggènipun mangrèh dhatêng indriyanipun, sarta nyawijèkakên pangèsthinipun dhatêng pribadi kang agung ing dalêm pamêlêng, pamirêngipun botên amirêngakên saliring suwantên, botên angraosakên sadaya ingkang anggêpok ing sariranipun, netra botên andulu, datan angênyami saliring raos, sarta angambêt sadaya gănda. Silêm ing dalêm  pamêlêng, sadaya tinilar, kalayan kêncêng saha bêning ciptanipun anggènipun sèlèh pêpenginan, ingkang anggung adamêl dahuruning păncadriyanipun, dados sadaya indriyanipun kalêbêtakên dhatêng ciptanipun, indriya saha ciptanipun ingkang botên lana punika ginolongna. Yogi kêdah sabar anggènipun angangkah lananing ciptanipun ingkang tansah angambyang-ambyang wau, murih wiwara gangsal sagêd kalampahan lêrêm, botên kengguh dening samukawis ingkang tansah adamêl ebahipun, tiyang kêdah anuntun ciptanipun dhatêng têlênging batos urut margining pamêlêng, sarta kapisahna sangking badan, utawi pangayoman sanès-sanèsipun. Lampah-lampahing pamêlêng ingkang kula rêmbag rumiyin, amargi sakawit yogi kêdah mangrèh indriya tuwin ciptanipun  cipta inggih indriya ingkang ăngka nêm, sadangunipun kaêrèh, sami sanalika cumlorot dhatêng jawi pindha kêplasing thathit ing antawisipun mêndhung. Kadi upamining tètèsing toya ing ron tunjung, manggung mondar-mandir tanpa kèndêl, makatên pêpindhanipun ciptaning yogi nalika sawêg amurwani tinuntun wontên ing margi pamêlêng. Sakêdhap ciptanipun sagêd urut margi wau, ananging sabên cipta nyimpang ngalih saking ngriku, margi katêmpuh ing angin, jêng sumilir kadi angin. ;",Kawicaksanan njurung pêpenginan supaya sirna.
" laSintêna ingkang sampun manggèn sadaya kagarap sarana pamêlêng, tamtu botên suda kasudiranipun, nadyan pandamêl awrat tamtu kadugi anggarap sarampungipun. Kabirata sadaya tamas  tuwin piawon, cipta dipun wangsulna malih dhatêng pamêlêng. Manawi tiyang sampun nêdya anêtêpi prasêtya anggènipun badhe kèndêl, winiwitan sangking sinau amêlêng, sujanma wau lajêng tuwuh wêwekanipun, tuwuh kawruhipun, saha kalis dening daya piawon. Sanadyan taksih kasangêtên botên lananipun, kêdah dipun lanakakên sarana sabên-sabên anglêlantih pamêlêng. Yogi botên kenging pêdhot pangajêng-ajêngipun. ;","Pêpenginan sirna kanthi kawicaksanan, nggayuh kawruh lan kaluhuran."
"Sagêdipun sae kadadosanipun punika amung sarana kasantosan, sarta kenging tinamtokakên badhe manggih unggul. Punapadene badhe angsal kabingahan ingkang botên kenging ginayuh dening lampah sanèsipun. Ingkang ngungkuli kadonyan, punika nunggal kalihan pribadi kang jinêm, inggih katêntrêman kang sampurna. Awit sangking sirnaning: pakarêman, tanpa kakêncêngan, rêmênipun, melikan, tuwin kanêpsonipun, ingkang sarana pitulunganing yogi,  tiyang sagêd anginggahi pucaking kamulyan.  sampun botên sêmang-sêmang  malih, manawi margining panunggal punika botên gampil, sampun têtela bilih margi ingkang dipun langkungi dening para brahmana punika botên gampil linampahan. Botên wontên tiyang ingkang rumaos gampil anggènipun lumampah ing margi wau. Margi punika kados wana ingkang gêgirisi, têla-têlanipun isi sawêr tuwin kewan ingkang mandi-mandi, ing pundi-pundi botên wontên toya ingkang kenging kaunjuk, sarta kêbak ri, dados botên kenging dipun langkungi.;",Kadadosan minangka sarana kasantosan kanggo sing wis ngalami piwulang lan laku spiritual.
"Margining panunggal botên siwah kalihan margi ingkang botên wontên tatêdhan, wontên têngahing wana ingkang kajêngipun agêng sampun murup amargi katunu, sarta rêsah amargi kathahing begal, sakêdik sangêt tiyang nèm ingkang rahayu lampahipun ing ngriku. Botên beda kalihan margi ing dunya ngriki, amung sawatawin tiyang ingkang langkung wontên ing margi panunggal punika rumaos sakeca tuwin sênêng. Sintên ingkang langkung ing ngriku, mongka lajêng kanggêg, sarta lajêng wangsul, sarêng sampun lumampah sawatawis têbih, punika kaanggêp tiyang kalêpatan agêng. Dhuh dewaning jagad, tiyang ingkang sampun sukci jiwanipun sagêd sinau nunggal sarana pamêlêng, ingkang kadi landhêping lading panyukuran. Dene tiyang ingkang jiwanipun dèrèng sukci botên sagêd  manggèn ing ngriku. ;","Margi spiritual angel lan mbutuhake ketekunan, nanging sing sabar lan ikhlas bisa nylametake."
"Lajêngipun Sang Bisma amulang Yudhisthira, pintên-pintên kajatènipun kawruh kasuksman kados ta: karma, kawruh kodrad, kawruh bab kamanungsan, sarta kadospundi sarananipun tiyang sagêd priksa dhatêng kang Maha Sukci. Ing ngriku dununging bab ingkang adamêl kêdah dangu utawi sabar pamarsudinipun. Kula amung sagêd nyumêrêpi sawatawis dhatêng piwulangipun pintên-pintên wau. Nanging sangking sasêrêpan kula, nadyan amung sarana sawatawis wau, tiyang lajêng sagêd sumêrêp kados punapa luhuring dongènganing paprangan agêng wau. Kadospundi lêbêtipun tuwin kados punapa utaminipun anggèning damêl têtuladan. Karma puni tangsul ingkang anggandhèng sawêrnining pandamêl, ingkang lajêng sagêd urut-urutan satunggal kalihan panunggilanipun, kados sakathahing kolong ingkang gandhèng-gandhengan lajêng awujud rante. Inggih makatên wau têturutaning jalaran tuwin kadadosan, mila sintên ingkang rumagang ing damêl, inggih gandhèng. Punika dumados sangking-- utawi-- ing dalêm pêpenginan, amargi pêpenginan punika juru angwontênakên bêbandan ing dalêm kodrad. Sangking pêpenginan kalampahanipun tiyang gandhèng kalihan salah satunggiling kawontênan, sarta anjalari sabên-sabên tiyang linairakên malih dhatêng ing panggenan ing pundi sagêdipun tiyang wau katurutan ingkang dados pêpenginanipun.;","Bisma ngandhani Yudhisthira babagan kawruh karma, kodrat, lan kamanungsan, carane ngasilaké kamulyan."
" Dados tiyang katangsulan dening kawontênan wau. Pandamêl ingkang linampahan ing badan, badhe anguwoh wontên ing alam wadhag, dene pandamêl ingkang asarana wicara, punika badhe tuwuh wontên ing pundi sagêdipun wicara kawêdhar. Tiyang angundhuh wohipun pandamêl, ingkang tinindakan ing cipta, wontên ing pundi kemawon sadèrèngipun tiyang uwal sangking cipta. Sadangunipun tiyang sêngsêm dhatêng wohing pandamêl, sanadyan pandamêl kados punapa kemawon, nadyan awon punapa sae, inggih badhe pinaringan miturut anggènipun minangkani. Manawi tiyang anglêbêti ilining sagung pandamêl, ing gêsangipun têmbe badhe kaparingakên malih dhatêng tiyang ingkang anglampahi pandamêl wau, dumados ingkang angrasuk badan, punika badhe manggih bêgja sangking pandamêlipun kang sae, ananging sangsara sangking pandamêlipun.  Kados upaminipun kawontênan ingkang kadamêl sangking têmbaga, manawi kacêmplungakên ing êmas utawi salaka ingkang sampun kaêjèr, inggih lajêng katularan soroting jêne utawi salaka wau. Makatên ugi satunggal-tunggaling titah gêsang, ingkang babar pisan amung ngatut dhatêng pandamêlipun ing gêsang ingkang kapêngkêr, ugi pinulas dening watakipun sadaya pandamêl ingkang sampun kapêngkêr.;",Karma lan pandamèl gumantung marang laku lan pilihan.
" Botên sagêd thukul manawi botên wontên wijinipun, botên wontên tiyang sagêd ngraosakên nikmating kabêgjan, bilih botên anglampahi pandamêl ingkang dados panariking kabêgjan wau. Upami wohing pandamêl, tiyang kalamăngsa amung angundhuh bêgja kalihan cilaka carub. Saliring pandamêl, nadyan awon punapa sae, punika botên sagêd sirna, kajawi amung angraosakên wohipun pandamêl wau. Asring-asring lêstantun bêgja, tuwuh sangking pandamêl sae. Sêsingitan, tuwin kasasaban dening solah ingkang adamêl botên kasumêrêpan, ing dalêm lêlampahanipun tiyang ingkang silêm ing samodraning gêsang, punika ngantos kanggêg kasêdhihanipun. Sasampunipun kasêdhihan wau dumugi wêkasanipun, lajêng wiwit bingah. Kawuningana manawi kadadosaning pandamêl sae wau sampun têlas, ingkang dumados sangking pandamêl dosa punika wiwit katingalan. Mangrèh pribadinipun, apura paramarta, sabar, kêncêng narimah, têmên wicantênipun, botên purun adamêl sakiting manah, botên purun anglampahi awon, saha sagêd, punika anêdahakên kanugrahan. Botên wontên dumados ingkang lêstantun kabănda wohing pandamêlipun awon tuwin sae. Tiyang botên sagêd angêkap utawi nampèni wohing pandamêlipun tiyang sanès. Sampun têtela, tiyang amung badhe ngraosakên tuwin nyanggi wohing pandamêl ingkang linampahan piyambak.;",Bèngah utawa cilaka ing urip iku akibat saka karma.
"Ing antawisipun pangandikaning Braspatimanu, ingkang dipun wêdharakên dening Sang Bisma, anêdahakên prakawis kang luhur-luhur, lêlampahan kang mokal, kalihan pintên-pintên dhasaring panampinipun tiyang Hindhu, ing atasing Kang Maha Tunggal inggih sadaya. Sangking Kang Langgêng inggih Kang Esa kang datan ewah gingsir. Panjingipun ing bêbakalan, inggih têturutaning Maha Tatwa, punika kamulanipun ugi sangking Maha Tunggal kang tanpa sisihan, sarta Gusti Maha Tunggal kang andumadosakên sadhengah, punika pinangkanipun, dene sadaya punika kadadosanipun, inggih punika wau kang pribadi, ingkang botên gumêlar. Sangking ing ngriku dumadosipun wontên ing perangan gêsang, inggih pribadi ing dalêm manungsa, dados satunggal ing nglêbêtipun kawontênan ingkang botên gumêlar. Sangking panunggalipun wau tuwuhing ambedakakên, tuwin sangking anggènipun ambedakakên wau lajêng dumadosipun cipta. Cipta kawêwahan  indriya, tuwin indriya gangsal wau sami amangun ingkang sasana ing dalêm badan, dene badan punika winangun sangking tatwa gangsal.;","Kawruh agama adhedhasar welas asih, tumindak tanpa nglarani wong liya."
"Kadosdene srêngenge anggènipun anyorotakên pajaripun, makatên ugi kang pribadi anggènipun ambuka indriya, lajêng gagêpokan kalihan kawontênan. Kawontênan wau lajêng tinampi dening pangwasaning cipta, lajêng pinilah-pilah. Sami kalihan samukawis dumuginipun manungsa linanturakên dening indriya. Papêthaning cipta punika dumados sangking kawontênan, amargi pangwasaning cipta botên sagêd priksa dhatêng samukawis, manawi botên alêlantaran kawontênan. Cipta amilah-milah kawontênan utawi kawujudan ing mintal  kawontênan wau sagêd ugi botên ananduki, utawi sagêd tumanduk bilih laras, lajêng dados kawruhipun, sarta pribadi lajêng animbangi, wêkasan kawruh wau kados kawontênaning batosipun. Luhur radi kados punapa, punika botên sagêd andulu kang pribadi, ugi botên sagêd angsal kawruh sangking pribadi ingkang sarana winulang, amargi botên wontên têmbung ingkang kenging kangge mratelakakên kang pribadi. Kalampahanipun antuk sasêrêpan sangking kang pribadi wau, manawi ingkang padatanipun kasarawungakên dhatêng kalairan, punika kawalik lampahipun, inggih punika indriya kapisahakên sangking samukawis lajêng katarik wangsul, kadunungakên ing pangrasaning cipta ingkang sumèlèh sayêktos. Pangwasaning pangawruh punika angungkurna samukawis kawontênan ingkang tinampi ing pangwasaning cipta, linanturakên dhatêng kang pribadi. Lampah malik lumêbêt wau, winastan yoga, indriya botên sagêd amitulungi adamêl lêrêmipun pangwasaning cipta, saha adamêl ngrêtosipun pangwaning cipta dhatêng pangwasaning pangawruh, punapadene pangwasaning pangawruh ugi botên sagêd gumêlar. Pribadi sagêd anguningani sadaya wau. Pangwasaning cipta kêdah sagêd anêlukakên dhatêng indriya, dene pangwasaning pangawruh adamêl sukcinipun pangwasaning cipta. Pangwasaning kawruh kêdah sinucèn, ing ngriku sawêg dumugi kang pribadi. Pangwasaning cipta sagêd kawêdalakên kangge nyarawung sadhengah kawontênan alêlantaran indriya, utawi kawalik lumêbêt kasarawungakên dhatêng kang pribadi, asarana pangwasaning pangawruh. Manawi mêdal punika anjog ing kasangsaran, ingkang lumêbêt dumugi ing karahayon,  gêsanging karna sagêd mirêng. Gêsanging maripat sagêd andulu, amargi sangking kababaring badan. Watakipun piyambak inggih punika kawruh. ;",Pangerten babagan kawontenan lan indriya mbantu manungsa ngerti urip lan piwulang spiritual.
" Dados pirantosing badan, punika sanès ingkang amakarti. Nanging ingkang amakarti punika kang pribadi  kadidene angin, têtela botên sagêd karêgêdan dening bêbakalan ingkang binuncang, lêstantun kalis dening punika wau. Makatên kawontênanipun kang pribadi, botên rêgêd dening pakartinipun, sarta pisah kalihan gêsang ing lair, lêstantun wontên ing dalêm kodratipun. Wanci punika ingkang minăngka wiji, dene sadaya punika wohipun. ;",Badan minangka piranti kanggo ngetrapake kawruh lan ajaran spiritual.
"Prabu Yudhisthira sagêdipun priksa têtalêsing agami kang sajati, sangking gêgêlaranipun Sang Braspati: ""sing sapa kang anêtêpi agama kang marah bab wêlas asih, iku pribadine urip, --- sujanma kang panganggêpe marang wong liya kaya marang awake dhewe, lan tanduke marang wong liya mau kaya patrape gone ngupakara awake dhewe, măngka wus sèlèh piranti kang kanggo amidana, lan anêlukake kanêpsone, iku olèh kanugrahan. Aja kongsi gawe apa-apa marang wong liya, kang awake ora rêna upama ginawe mangkono"". Makatên wau ringkêsanipun wêwatoning adil,  Yudhisthira mitêrangakên bab ing jaman samangke tiyang sami botên sumêrêp punapa tiyang kenging  nêdha daging. ;",Yudhisthira ngajak ngupaya agama dhedhasar welas asih lan ngajèni wong liya.
"Dhawuhipun Sang Bisma, prakawis punika sampun kacariyosakên ngantos angandhar-andhar wontên gêgêlaranipun Sang Bisma, dene pamanggihipun manawi tiyang botên nêdha daginging punapa kemawon, punika prayogi sangêt. Manu ngandika, bilih tiyang botên nêdha daging utawi botên amêjahi titah gêsang, utawi botên akèn amêjahi, inggih punika mitranipun sadaya dumados. Sujanma ingkang makatên botên sagêd kasangsaya dening titah, piyambakipun badhe angraosakên kamulyaning pinitados dening sadaya titah gêsang, punapadene badhe angraosakên nikmating karuntutan saha wêwatoning adil. Maharsi Naradha ingkang ambêkipun adil ngandika, manawi tiyang nêdya adamêl wêwahing dagingipun piyambak sarana nêdha daginging titah sanèsipun, badhe manggih pakèwêd warni-warni, --- tiyang ingkang nêdha daging sarta kangge angagêngakên pamêdalipun sarana pandamêl makatên, anggènipun mangudi dhatêng saliring Wedha, sarta anggènipun adamêl sêsaji, punika sakêdhik sangêt wohipun. Bilih tiyang sampun priksa raosing daging, têtela rêkaos badhe acêgah daging. Têtelanipun botên gampil tiyang ingkang makatên wau anggènipun badhe anêtêpi sêsanggêman bab acêgah daging.;","Laku kebaikan nduwé akibat sing nyawiji, ngajeni kabeh titah kanggo kamulyan lan keadilan."
" Măngka punika sêsanggêmanipun sadaya dumados manawi badhe ngangkah katêntrêman, sujanma ingkang makatên tamtu sirna ajrihipun. Para wicaksana ingkang adamêl sêsaji, , murih wilujêngipun sadaya titah gêsang, sampun botên sêmang-sêmang malih tamtu badhe kaanggêp juru angsung napasing gêsang ing dalêm dunya. Makatên wau agami kang luhur, ingkang pinundhi-pundhi dening para wicaksana, anggènipun angaosi dhatêng napasing gêsangipun titah sanès sami kalihan gêsangipun piyambak. Sintên tiyangipun ingkang batosipun rêmên misungsung, sarta jiwanipun suksci, pandamêlipun dhatêng titah sanès salami-laminipun kêdah kadosdene pandamêling tiyang sanès ingkang kaajêng-ajêng tampi ing piyambakipun. Kawuningana manawi botên nêdha daging, punika sarana ingkang utami piyambak ing atasing agami, kaswargan tuwin kabêgjan, botên amisakit dhatêng liyan punika agami ingkang luhur piyambak, inggih punika sêsaji kang utami piyambak, inggih luhur-luhuring katêmênan, pokoking kawajiban. Daging botên sagêd pinanggih kaupaya ing rumput, kêkajêngan utawi ing sela, sagêdipun angsal daging punika kêdah amêjahi titah gêsang. Makatên wau wêwadosing piawonipun tiyang nêdha daging. ;","Ketentreman ngasilaké kasugihan. Agama luhur ngluhuraké kabecikan, ora mangan daging kanggo ngindari dosa lan ningkataké kabegjan."
" Tiyang ingkang amêjahi, ingkang sade tuwin ingkang nêdha, punika sami nandhang dosa. Tiyang nêdha daging sisaning kurban, dados anggènipun amêjahi wau botên saking badhe adamêl ecaning raosipun, punika dosanipun botên agêng. Sadaya daging sanèsipun sisaning sêsaji, punika tamtu saking amêjahi. Pramila tiyang sae botên purun nêdha daging, ing dunya punika botên wontên aji ingkang agêngipun angungkuli ajining gêsangipun, pramila tiyang tansah ngatingalna wêlas asihipun dhatêng gêsangipun saliring dumados, ingkang kados wêlas asihipun dhatêng gêsangipun piyambak. Satriya kenging nêdha daging sangking anggènipun babêdhak, amargi kangge rumêksa ing gêsangipun piyambak, dados adil kemawon tumrap ingkang mêjahi utawi pinêjahan, amargi ingkang mêjahi kêdah pinêjahan, karma badhe amangsulakên pandamêlipun piyambak  Sêpi ing kabêngisan punika agami ingkang luhur piyambak. Botên isi watak bêngis, punika luguning mangrèh pribadi, botên bêngis punika pawèwèh ingkang agêng piyambak, kasutapan ingkang mulya piyambak, utawi pangwasa kang luhur piyambak, inggih mitra kang luhur piyambak, kabêgjan agêng piyambak, kasunyatan kang agêng piyambak, utawi piwulang ingkang luhur piyambak. Pawèwèh wujud punapa  kemawon anggènipun najèkakên, punika sêsuksci ing sawêrnining tirta suksci, tuwin pandamêl lêlados, wontên ing sêrat piwulang winastan angèstokakên dhawuh, sarana misungsung, manawi anggènipun nglampahi wau botên kalepetan ing kabêngisan. Sêsajinipun tiyang ingkang sampun sêpi kabêngisan, punika tanpa upami kamulyanipun. Sujanma ingkang ambirat kabêngisan, inggih punika bapa babuning sadaya dumados. ;","Mangan daging iku dosa, nanging ora mangan daging nyegah kebengisan lan ngajari welas asih."
